Handwriting_Sample,Writing_Speed_wpm,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Gender,Age,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
sample_1.jpg,60,0.35720318394445205,0.40744229594419934,0.7249470024857282,0.45151672944347854,0.25510736067817674,Male,45,0.14613940733280273,0.2898952564627183,0.2838149164550329,0.617406456916821,0.9962501539128462,0.9859271676490726,0.7456261890117699,0.9239223210834903,0.03915508119066058,0.2773610167851347,0.8320975452920999,0.3191277696238446,0.19921288321775765,0.24108111304586788,0.37597801908759587
sample_2.jpg,32,0.7302504859481173,0.05195014161453759,0.3516147489283239,0.5284133207415752,0.6641591644837644,Male,36,0.8028333207357056,0.5489344910544335,0.4593187300897926,0.793431748618685,0.5634192035507319,0.8939788550241454,0.11437963879431723,0.48416657960946385,0.022397224475854016,0.436322161489087,0.9086274688436028,0.22074382662626724,0.6509474342629301,0.568464262155435,0.6600616991273228
sample_3.jpg,10,0.8369869039292606,0.1622274854201471,0.1646810012707619,0.816008267290984,0.681869972461906,Other,34,0.4525125361278549,0.44170557952728784,0.8449200247416693,0.6019600044439654,0.48074819789035483,0.9412735079356824,0.950571177175888,0.48566143488142854,0.2773882949978498,0.8735601054626662,0.566972576099886,0.20540197895528334,0.5377996671617656,0.3235193365673724,0.3733582101942272
sample_4.jpg,12,0.4134186341509948,0.3630591424919334,0.1315642441346394,0.9383496434501268,0.23670161983335802,Male,26,0.8326616614100014,0.27928295982523377,0.7489736694479057,0.7981546832611195,0.9521903955881696,0.8310414158469308,0.21724410968794283,0.3517005481405142,0.46485855505681484,0.8677577542843975,0.298406914871445,0.3502103112515267,0.5911222582684846,0.802049234133342,0.13132399434690134
sample_5.jpg,11,0.6160463483973722,0.24789881342749076,0.9097397588330854,0.6989657172987241,0.46377422967457027,Other,57,0.9277848946040093,0.8527977594848097,0.9447889775462688,0.7726199842638812,0.5203046265119913,0.7975050731448667,0.18637793059630503,0.11362250156623677,0.29951385820414766,0.29555522739016804,0.3650654905224209,0.21063332618518094,0.723194770149382,0.04408516437921117,0.01435112067207367
sample_6.jpg,44,0.9110092414908509,0.8834116485403513,0.2171105039714697,0.41191585258870933,0.008873346772742985,Male,52,0.6381071106898705,0.14474016392445221,0.5283649940891713,0.21079538286463662,0.41093582083233404,0.7391723890614369,0.9867576608395533,0.2644144656196664,0.20727245397425553,0.14591956573302722,0.5125760562661283,0.5280035760853354,0.48866433744044624,0.3372510183378564,0.1599833372172802
sample_7.jpg,40,0.8870286643797778,0.05307737415080249,0.8286910966536326,0.3183268559661604,0.2775453060939366,Other,20,0.1632890677503791,0.45626138801071614,0.3532009044071145,0.5755355159530957,0.9253433894836646,0.36726153827245933,0.2511576912804272,0.6192000957442069,0.7076507265201042,0.49963928958214854,0.9997153523372289,0.9487200890417284,0.021070002260276333,0.8638501323495182,0.4972329567884801
sample_8.jpg,27,0.3370730809289304,0.8093086270684356,0.31606917366021114,0.5173310860000757,0.4494695761307025,Male,19,0.9698879558129878,0.5732004856936032,0.43568765331650916,0.13829428038342273,0.6339394206500527,0.11389454194688509,0.16911954298797272,0.40342141987953684,0.8489740878894669,0.9066375683982371,0.8917068360888664,0.24913548616532943,0.6890383568966761,0.11050862476038037,0.10542998345066112
sample_9.jpg,53,0.8004298219360398,0.13694529536557787,0.7152010259450257,0.05121274233690232,0.055772430762856096,Other,50,0.18460724725104627,0.7915700908492408,0.507967406353248,0.6646518821728997,0.19875485196508913,0.45770741553850613,0.473256190021757,0.9494215216333474,0.8845810165985645,0.8755053719682394,0.5035684012397136,0.45152165679052314,0.5512755479555302,0.4381938552789191,0.5008346215757238
sample_10.jpg,58,0.7557470481645557,0.9824480174366521,0.3406247512656929,0.4830818610309222,0.40181712147388204,Male,38,0.7547398253696965,0.7410015729144088,0.4359469360976982,0.7535272483189208,0.15473258620650665,0.29380983970034247,0.12791506237823225,0.38609801419204814,0.19964741384625306,0.6432881878691777,0.49054839576319664,0.4312743107199565,0.1674726180142141,0.6772778940595763,0.6547098668263687
sample_11.jpg,27,0.7298676676409566,0.6706015186663119,0.6500920529009513,0.840329188500432,0.5484328220736413,Female,48,0.45300467263286215,0.2299746542650719,0.5473515142659594,0.4295966158403838,0.18111974984109125,0.4861117866064417,0.15990772679131704,0.3488556608279497,0.20725967844379,0.7123151868083951,0.38951331415364254,0.18121436642446953,0.9131185574117191,0.24317720674035526,0.9961511641278216
sample_12.jpg,32,0.5346904242298134,0.06735223093070752,0.2956150752256349,0.7694669246943564,0.7838393636593923,Other,34,0.23845420155596775,0.5822375557392757,0.4531069012992026,0.810920160417641,0.3981030880277947,0.13423074302302684,0.2701726454469745,0.5077067863419144,0.9290447552810699,0.5894632518452948,0.9602967680741964,0.5219610972972655,0.19397155922577902,0.21621095439773197,0.17322170391322933
sample_13.jpg,18,0.18156386434664729,0.3842675150076421,0.0743889904724796,0.01688458765515133,0.5138583636113463,Female,18,0.8396473305115314,0.3072723685315265,0.6556849479217516,0.7962307140204884,0.258289942943995,0.5738276946905049,0.5291468640133087,0.02925472066614565,0.5026123577651582,0.49648280501098807,0.48824669623154904,0.7483262645657776,0.8016932024751111,0.058133224406505035,0.32898909484174266
sample_14.jpg,29,0.398635523898048,0.04422205422562764,0.43366756052889244,0.46997961333477245,0.8995990953037692,Male,30,0.19849056448055735,0.4720935716905529,0.9295424086977737,0.8983891523738201,0.7560802528911474,0.22538341676168072,0.7814912968168195,0.3608485044379167,0.2415865424147019,0.42947844045996453,0.7740742450440148,0.7431086739626737,0.9397451872816647,0.9926915803499502,0.9398672324554068
sample_15.jpg,30,0.3448437414731502,0.5330088378164101,0.2133713604767805,0.251364957758308,0.015391261604026596,Other,54,0.07537212220316036,0.1591047362691802,0.7941797938333591,0.7069747959806197,0.6373018964585597,0.49796566456312186,0.3987488847051006,0.005399224784885859,0.9476877587079958,0.0559974120151574,0.5778889687430405,0.12813553334365124,0.2274182408586175,0.1607408525788776,0.26864625270611264
sample_16.jpg,25,0.7695420055336905,0.7238410349881897,0.26553778174647513,0.7333813536938634,0.042158581176389376,Female,44,0.11944346223849156,0.49320313832020246,0.3508799987766382,0.8067674664037198,0.0980126643723378,0.05420091802792759,0.5583889739246568,0.44556005866035653,0.8192965754299367,0.9784969885087379,0.1785472065757393,0.275566717043886,0.3913532130795706,0.08115077497253165,0.09682087091466984
sample_17.jpg,26,0.4735319863775207,0.044234650722051794,0.920673907837316,0.37880138954062303,0.1674817378029636,Female,27,0.8777026048880873,0.8822771182592514,0.06044885564557345,0.2912357792757385,0.29583325067375843,0.7714439748285455,0.4505656486548488,0.5606080073386698,0.3914050130211658,0.39222052338596336,0.933465723620302,0.9849618676189984,0.8379823701378549,0.843934536052661,0.20070641592508276
sample_18.jpg,20,0.0761168771963413,0.8390551760909584,0.8634357844761807,0.9770374722956441,0.1577869976233992,Female,32,0.8667109920894249,0.1491057028638264,0.10009351759591756,0.7441219993048158,0.8353173201628491,0.8909244619851809,0.43416973038601625,0.5690364080522848,0.5272122689441622,0.12621842908538683,0.5370178350095492,0.05644191435954904,0.90340511847008,0.8168842002705465,0.6555786472433982
